"trial_name","acquisition_date","exported_tissue_sample_name","tissue_sample_name","well_A01","row_number","col_number","source_observation_unit_name","accession_name","synonyms","dna_person","notes","tissue_type","extraction","concentration","volume","is_blank"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_A01|||NR17F22C2aP002","PLATE5_A01","A01","A","01","NRCRI-2017-umuseedlingF1C2aP382","NR17F22C2aP002","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_A02|||NR17F23C2aP003","PLATE5_A02","A02","A","02","NRCRI-2017-umuseedlingF1C2aP390","NR17F23C2aP003","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_A03|||NR17F24C2aP006","PLATE5_A03","A03","A","03","NRCRI-2017-umuseedlingF1C2aP398","NR17F24C2aP006","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_A04|||NR17F29C2aP002","PLATE5_A04","A04","A","04","NRCRI-2017-umuseedlingF1C2aP406","NR17F29C2aP002","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_A05|||NR17F33C2aP002","PLATE5_A05","A05","A","05","NRCRI-2017-umuseedlingF1C2aP414","NR17F33C2aP002","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_A06|||NR17F35C2aP003","PLATE5_A06","A06","A","06","NRCRI-2017-umuseedlingF1C2aP422","NR17F35C2aP003","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_A07|||NR17F37C2aP001","PLATE5_A07","A07","A","07","NRCRI-2017-umuseedlingF1C2aP431","NR17F37C2aP001","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_A08|||NR17F40C2aP002","PLATE5_A08","A08","A","08","NRCRI-2017-umuseedlingF1C2aP439","NR17F40C2aP002","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_A09|||NR17F40C2aP010","PLATE5_A09","A09","A","09","NRCRI-2017-umuseedlingF1C2aP447","NR17F40C2aP010","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_A10|||NR17F42C2aP002","PLATE5_A10","A10","A","10","NRCRI-2017-umuseedlingF1C2aP455","NR17F42C2aP002","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_A11|||NR17F46C2aP003","PLATE5_A11","A11","A","11","NRCRI-2017-umuseedlingF1C2aP463","NR17F46C2aP003","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_A12|||NR17F46C2aP013","PLATE5_A12","A12","A","12","NRCRI-2017-umuseedlingF1C2aP473","NR17F46C2aP013","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_B01|||NR17F22C2aP003","PLATE5_B01","B01","B","01","NRCRI-2017-umuseedlingF1C2aP383","NR17F22C2aP003","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_B02|||NR17F23C2aP004","PLATE5_B02","B02","B","02","NRCRI-2017-umuseedlingF1C2aP391","NR17F23C2aP004","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_B03|||NR17F24C2aP007","PLATE5_B03","B03","B","03","NRCRI-2017-umuseedlingF1C2aP399","NR17F24C2aP007","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_B04|||NR17F29C2aP003","PLATE5_B04","B04","B","04","NRCRI-2017-umuseedlingF1C2aP407","NR17F29C2aP003","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_B05|||NR17F33C2aP003","PLATE5_B05","B05","B","05","NRCRI-2017-umuseedlingF1C2aP415","NR17F33C2aP003","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_B06|||NR17F35C2aP004","PLATE5_B06","B06","B","06","NRCRI-2017-umuseedlingF1C2aP423","NR17F35C2aP004","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_B07|||NR17F37C2aP002","PLATE5_B07","B07","B","07","NRCRI-2017-umuseedlingF1C2aP432","NR17F37C2aP002","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_B08|||NR17F40C2aP003","PLATE5_B08","B08","B","08","NRCRI-2017-umuseedlingF1C2aP440","NR17F40C2aP003","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_B09|||NR17F40C2aP011","PLATE5_B09","B09","B","09","NRCRI-2017-umuseedlingF1C2aP448","NR17F40C2aP011","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_B10|||NR17F43C2aP001","PLATE5_B10","B10","B","10","NRCRI-2017-umuseedlingF1C2aP456","NR17F43C2aP001","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_B11|||NR17F46C2aP005","PLATE5_B11","B11","B","11","NRCRI-2017-umuseedlingF1C2aP465","NR17F46C2aP005","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_B12|||NR17F46C2aP014","PLATE5_B12","B12","B","12","NRCRI-2017-umuseedlingF1C2aP474","NR17F46C2aP014","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_C01|||NR17F22C2aP004","PLATE5_C01","C01","C","01","NRCRI-2017-umuseedlingF1C2aP384","NR17F22C2aP004","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_C02|||NR17F23C2aP005","PLATE5_C02","C02","C","02","NRCRI-2017-umuseedlingF1C2aP392","NR17F23C2aP005","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_C03|||NR17F24C2aP008","PLATE5_C03","C03","C","03","NRCRI-2017-umuseedlingF1C2aP400","NR17F24C2aP008","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_C04|||NR17F30C2aP001","PLATE5_C04","C04","C","04","NRCRI-2017-umuseedlingF1C2aP408","NR17F30C2aP001","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_C05|||NR17F33C2aP004","PLATE5_C05","C05","C","05","NRCRI-2017-umuseedlingF1C2aP416","NR17F33C2aP004","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_C06|||NR17F35C2aP006","PLATE5_C06","C06","C","06","NRCRI-2017-umuseedlingF1C2aP425","NR17F35C2aP006","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_C07|||NR17F37C2aP003","PLATE5_C07","C07","C","07","NRCRI-2017-umuseedlingF1C2aP433","NR17F37C2aP003","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_C08|||NR17F40C2aP004","PLATE5_C08","C08","C","08","NRCRI-2017-umuseedlingF1C2aP441","NR17F40C2aP004","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_C09|||NR17F40C2aP012","PLATE5_C09","C09","C","09","NRCRI-2017-umuseedlingF1C2aP449","NR17F40C2aP012","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_C10|||NR17F43C2aP002","PLATE5_C10","C10","C","10","NRCRI-2017-umuseedlingF1C2aP457","NR17F43C2aP002","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_C11|||NR17F46C2aP006","PLATE5_C11","C11","C","11","NRCRI-2017-umuseedlingF1C2aP466","NR17F46C2aP006","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0005c","6/2/2018","PLATE5_C12|||NR17F46C2aP015","PLATE5_C12","C12","C","12","NRCRI-2017-umuseedlingF1C2aP475","NR17F46C2aP015","","PRINCESS","C2A SEEDLINGS","Leaf","CTAB","NA","NA","0"
