"trial_name","acquisition_date","exported_tissue_sample_name","tissue_sample_name","well_A01","row_number","col_number","source_observation_unit_name","accession_name","synonyms","dna_person","notes","tissue_type","extraction","concentration","volume","is_blank"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_A01|||NR17F15C2aP012","plate4_A01","A01","A","01","NRCRI-2017-umuseedlingF1C2aP287","NR17F15C2aP012","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_A02|||NR17F15C2aP020","plate4_A02","A02","A","02","NRCRI-2017-umuseedlingF1C2aP295","NR17F15C2aP020","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_A03|||NR17F15C2aP028","plate4_A03","A03","A","03","NRCRI-2017-umuseedlingF1C2aP303","NR17F15C2aP028","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_A04|||NR17F15C2aP036","plate4_A04","A04","A","04","NRCRI-2017-umuseedlingF1C2aP311","NR17F15C2aP036","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_A05|||NR17F15C2aP044","plate4_A05","A05","A","05","NRCRI-2017-umuseedlingF1C2aP319","NR17F15C2aP044","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_A06|||NR17F16C2aP008","plate4_A06","A06","A","06","NRCRI-2017-umuseedlingF1C2aP327","NR17F16C2aP008","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_A07|||NR17F16C2aP016","plate4_A07","A07","A","07","NRCRI-2017-umuseedlingF1C2aP335","NR17F16C2aP016","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_A08|||NR17F18C2aP007","plate4_A08","A08","A","08","NRCRI-2017-umuseedlingF1C2aP343","NR17F18C2aP007","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_A09|||NR17F18C2aP015","plate4_A09","A09","A","09","NRCRI-2017-umuseedlingF1C2aP351","NR17F18C2aP015","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_A10|||NR17F18C2aP022","plate4_A10","A10","A","10","NRCRI-2017-umuseedlingF1C2aP358","NR17F18C2aP022","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_A11|||NR17F20C2aP002","plate4_A11","A11","A","11","NRCRI-2017-umuseedlingF1C2aP366","NR17F20C2aP002","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_A12|||NR17F20C2aP010","plate4_A12","A12","A","12","NRCRI-2017-umuseedlingF1C2aP374","NR17F20C2aP010","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_B01|||NR17F15C2aP013","plate4_B01","B01","B","01","NRCRI-2017-umuseedlingF1C2aP288","NR17F15C2aP013","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_B02|||NR17F15C2aP021","plate4_B02","B02","B","02","NRCRI-2017-umuseedlingF1C2aP296","NR17F15C2aP021","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_B03|||NR17F15C2aP029","plate4_B03","B03","B","03","NRCRI-2017-umuseedlingF1C2aP304","NR17F15C2aP029","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_B04|||NR17F15C2aP037","plate4_B04","B04","B","04","NRCRI-2017-umuseedlingF1C2aP312","NR17F15C2aP037","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_B05|||NR17F16C2aP001","plate4_B05","B05","B","05","NRCRI-2017-umuseedlingF1C2aP320","NR17F16C2aP001","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_B06|||NR17F16C2aP009","plate4_B06","B06","B","06","NRCRI-2017-umuseedlingF1C2aP328","NR17F16C2aP009","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_B07|||NR17F17C2aP001","plate4_B07","B07","B","07","NRCRI-2017-umuseedlingF1C2aP336","NR17F17C2aP001","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_B08|||NR17F18C2aP008","plate4_B08","B08","B","08","NRCRI-2017-umuseedlingF1C2aP344","NR17F18C2aP008","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_B09|||NR17F18C2aP016","plate4_B09","B09","B","09","NRCRI-2017-umuseedlingF1C2aP352","NR17F18C2aP016","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_B10|||NR17F18C2aP023","plate4_B10","B10","B","10","NRCRI-2017-umuseedlingF1C2aP359","NR17F18C2aP023","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_B11|||NR17F20C2aP003","plate4_B11","B11","B","11","NRCRI-2017-umuseedlingF1C2aP367","NR17F20C2aP003","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_B12|||NR17F20C2aP011","plate4_B12","B12","B","12","NRCRI-2017-umuseedlingF1C2aP375","NR17F20C2aP011","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_C01|||NR17F15C2aP014","plate4_C01","C01","C","01","NRCRI-2017-umuseedlingF1C2aP289","NR17F15C2aP014","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_C02|||NR17F15C2aP022","plate4_C02","C02","C","02","NRCRI-2017-umuseedlingF1C2aP297","NR17F15C2aP022","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_C03|||NR17F15C2aP030","plate4_C03","C03","C","03","NRCRI-2017-umuseedlingF1C2aP305","NR17F15C2aP030","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_C04|||NR17F15C2aP038","plate4_C04","C04","C","04","NRCRI-2017-umuseedlingF1C2aP313","NR17F15C2aP038","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_C05|||NR17F16C2aP002","plate4_C05","C05","C","05","NRCRI-2017-umuseedlingF1C2aP321","NR17F16C2aP002","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_C06|||NR17F16C2aP010","plate4_C06","C06","C","06","NRCRI-2017-umuseedlingF1C2aP329","NR17F16C2aP010","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_C07|||NR17F18C2aP001","plate4_C07","C07","C","07","NRCRI-2017-umuseedlingF1C2aP337","NR17F18C2aP001","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_C08|||NR17F18C2aP009","plate4_C08","C08","C","08","NRCRI-2017-umuseedlingF1C2aP345","NR17F18C2aP009","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_C09|||NR17F18C2aP017","plate4_C09","C09","C","09","NRCRI-2017-umuseedlingF1C2aP353","NR17F18C2aP017","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_C10|||NR17F18C2aP024","plate4_C10","C10","C","10","NRCRI-2017-umuseedlingF1C2aP360","NR17F18C2aP024","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_C11|||NR17F20C2aP004","plate4_C11","C11","C","11","NRCRI-2017-umuseedlingF1C2aP368","NR17F20C2aP004","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_C12|||NR17F21C2aP001","plate4_C12","C12","C","12","NRCRI-2017-umuseedlingF1C2aP376","NR17F21C2aP001","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_D01|||NR17F15C2aP015","plate4_D01","D01","D","01","NRCRI-2017-umuseedlingF1C2aP290","NR17F15C2aP015","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_D02|||NR17F15C2aP023","plate4_D02","D02","D","02","NRCRI-2017-umuseedlingF1C2aP298","NR17F15C2aP023","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_D03|||NR17F15C2aP031","plate4_D03","D03","D","03","NRCRI-2017-umuseedlingF1C2aP306","NR17F15C2aP031","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_D04|||NR17F15C2aP039","plate4_D04","D04","D","04","NRCRI-2017-umuseedlingF1C2aP314","NR17F15C2aP039","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_D05|||NR17F16C2aP003","plate4_D05","D05","D","05","NRCRI-2017-umuseedlingF1C2aP322","NR17F16C2aP003","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_D06|||NR17F16C2aP011","plate4_D06","D06","D","06","NRCRI-2017-umuseedlingF1C2aP330","NR17F16C2aP011","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_D07|||NR17F18C2aP002","plate4_D07","D07","D","07","NRCRI-2017-umuseedlingF1C2aP338","NR17F18C2aP002","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_D08|||NR17F18C2aP010","plate4_D08","D08","D","08","NRCRI-2017-umuseedlingF1C2aP346","NR17F18C2aP010","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_D09|||NR17F18C2aP018","plate4_D09","D09","D","09","NRCRI-2017-umuseedlingF1C2aP354","NR17F18C2aP018","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_D10|||NR17F18C2aP025","plate4_D10","D10","D","10","NRCRI-2017-umuseedlingF1C2aP361","NR17F18C2aP025","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_D11|||NR17F20C2aP005","plate4_D11","D11","D","11","NRCRI-2017-umuseedlingF1C2aP369","NR17F20C2aP005","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_D12|||NR17F21C2aP002","plate4_D12","D12","D","12","NRCRI-2017-umuseedlingF1C2aP377","NR17F21C2aP002","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_E01|||NR17F15C2aP016","plate4_E01","E01","E","01","NRCRI-2017-umuseedlingF1C2aP291","NR17F15C2aP016","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_E02|||NR17F15C2aP024","plate4_E02","E02","E","02","NRCRI-2017-umuseedlingF1C2aP299","NR17F15C2aP024","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_E03|||NR17F15C2aP032","plate4_E03","E03","E","03","NRCRI-2017-umuseedlingF1C2aP307","NR17F15C2aP032","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_E04|||NR17F15C2aP040","plate4_E04","E04","E","04","NRCRI-2017-umuseedlingF1C2aP315","NR17F15C2aP040","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_E05|||NR17F16C2aP004","plate4_E05","E05","E","05","NRCRI-2017-umuseedlingF1C2aP323","NR17F16C2aP004","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_E06|||NR17F16C2aP012","plate4_E06","E06","E","06","NRCRI-2017-umuseedlingF1C2aP331","NR17F16C2aP012","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_E07|||NR17F18C2aP003","plate4_E07","E07","E","07","NRCRI-2017-umuseedlingF1C2aP339","NR17F18C2aP003","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_E08|||NR17F18C2aP011","plate4_E08","E08","E","08","NRCRI-2017-umuseedlingF1C2aP347","NR17F18C2aP011","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_E09|||NR17F18C2aP019","plate4_E09","E09","E","09","NRCRI-2017-umuseedlingF1C2aP355","NR17F18C2aP019","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_E10|||NR17F19C2aP001","plate4_E10","E10","E","10","NRCRI-2017-umuseedlingF1C2aP362","NR17F19C2aP001","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_E11|||NR17F20C2aP006","plate4_E11","E11","E","11","NRCRI-2017-umuseedlingF1C2aP370","NR17F20C2aP006","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_E12|||NR17F21C2aP003","plate4_E12","E12","E","12","NRCRI-2017-umuseedlingF1C2aP378","NR17F21C2aP003","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_F01|||NR17F15C2aP017","plate4_F01","F01","F","01","NRCRI-2017-umuseedlingF1C2aP292","NR17F15C2aP017","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_F02|||NR17F15C2aP025","plate4_F02","F02","F","02","NRCRI-2017-umuseedlingF1C2aP300","NR17F15C2aP025","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_F03|||NR17F15C2aP033","plate4_F03","F03","F","03","NRCRI-2017-umuseedlingF1C2aP308","NR17F15C2aP033","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_F04|||NR17F15C2aP041","plate4_F04","F04","F","04","NRCRI-2017-umuseedlingF1C2aP316","NR17F15C2aP041","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_F05|||NR17F16C2aP005","plate4_F05","F05","F","05","NRCRI-2017-umuseedlingF1C2aP324","NR17F16C2aP005","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_F06|||NR17F16C2aP013","plate4_F06","F06","F","06","NRCRI-2017-umuseedlingF1C2aP332","NR17F16C2aP013","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_F07|||NR17F18C2aP004","plate4_F07","F07","F","07","NRCRI-2017-umuseedlingF1C2aP340","NR17F18C2aP004","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_F08|||NR17F18C2aP012","plate4_F08","F08","F","08","NRCRI-2017-umuseedlingF1C2aP348","NR17F18C2aP012","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_F09|||NR17F18C2aP020","plate4_F09","F09","F","09","NRCRI-2017-umuseedlingF1C2aP356","NR17F18C2aP020","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
"NR-NG-C2a-Cass-0004c","6/2/2018","plate4_F10|||NR17F19C2aP002","plate4_F10","F10","F","10","NRCRI-2017-umuseedlingF1C2aP363","NR17F19C2aP002","","PRINCESS","C2a seedlings","Leaf","CTAB","NA","NA","0"
